rule_id,rule_version_id,risky_text,safe_text,regulatory_score,advertising_score,derived_from_keyword_id,legal_basis_doc,legal_basis_article,created_at
fa695244-1909-4af1-89a5-c84966fa25d3,ee8da273-7f54-437c-a5cd-b829b327fcfa,당뇨병 개선,당뇨병 향상 도움,2,0,923d2956-cc31-4d28-921b-d159195ec051,kr-mfds-wellness-0091-03-20260212,IV.1.나,2026-08-14 04:04:59.997176+00:00
6ba04676-fb92-45b6-90d8-21d1c57dbcc0,ee8da273-7f54-437c-a5cd-b829b327fcfa,심장질환 개선,심장질환 향상 도움,2,0,99d4a178-e18e-493f-ba7c-d7601e12a5a5,kr-mfds-wellness-0091-03-20260212,IV.1.나,2026-08-14 04:04:59.997176+00:00
58027794-c992-43aa-a13b-30f055b1114f,ee8da273-7f54-437c-a5cd-b829b327fcfa,고지혈증 개선,고지혈증 향상 도움,2,0,a3a89385-e419-4bd5-87c2-cb6042306353,kr-mfds-wellness-0091-03-20260212,IV.1.나,2026-08-14 04:04:59.997176+00:00
cdb59532-d5d4-49b6-9fdf-2341e2187b32,ee8da273-7f54-437c-a5cd-b829b327fcfa,고혈압 개선,고혈압 향상 도움,2,0,9b26d0ba-8588-4bc3-b647-99ee338bfdb3,kr-mfds-wellness-0091-03-20260212,IV.1.나,2026-08-14 04:04:59.997176+00:00
9e402a5a-faea-457b-ad84-05306147fcfe,ee8da273-7f54-437c-a5cd-b829b327fcfa,비만 개선,비만 향상 도움,2,0,6cebd629-f05c-4766-accc-7daf19fb35e6,kr-mfds-wellness-0091-03-20260212,IV.1.나,2026-08-14 04:04:59.997176+00:00
94a0c7aa-1e4a-452e-aa29-0ac3faf2c1a3,ee8da273-7f54-437c-a5cd-b829b327fcfa,저혈압 개선,저혈압 향상 도움,2,0,0783c179-8043-40ed-a6e1-9d0a71c9687f,kr-mfds-wellness-0091-03-20260212,IV.1.나,2026-08-14 04:04:59.997176+00:00
c7bbe117-d1e2-4947-8a6c-0c22044c6233,ee8da273-7f54-437c-a5cd-b829b327fcfa,고혈압 완화,고혈압 관리,2,0,9b26d0ba-8588-4bc3-b647-99ee338bfdb3,kr-medical-device-act-20260701,제2조,2026-08-14 04:04:59.997176+00:00
b2030717-63cc-4130-b33b-5027b43f65f9,ee8da273-7f54-437c-a5cd-b829b327fcfa,심장질환 처치,심장질환 정보 제공,2,0,757c8299-03a0-4919-88f4-ac991bbe8735,kr-mfds-wellness-0091-03-20260212,IV.2.가,2026-08-14 04:04:59.997176+00:00
6291bdd7-9a6d-49df-be44-ce97c0242f55,ee8da273-7f54-437c-a5cd-b829b327fcfa,고지혈증 처치,고지혈증 정보 제공,2,0,757c8299-03a0-4919-88f4-ac991bbe8735,kr-mfds-wellness-0091-03-20260212,IV.2.가,2026-08-14 04:04:59.997176+00:00
6c49eced-77cc-48f1-8e93-b6572ead4515,ee8da273-7f54-437c-a5cd-b829b327fcfa,심장질환 진단,심장질환 확인,2,0,b0f027d6-2bba-4eb3-a171-420c7e4b7a22,kr-medical-act-20260407,제27조,2026-08-14 04:04:59.997176+00:00
b75c6cfa-4c91-4fb8-88ab-9245d7b23195,ee8da273-7f54-437c-a5cd-b829b327fcfa,고지혈증 진단,고지혈증 확인,2,0,b0f027d6-2bba-4eb3-a171-420c7e4b7a22,kr-medical-act-20260407,제27조,2026-08-14 04:04:59.997176+00:00
d5b71cd7-0fa7-42a3-bacd-15228dae12d9,ee8da273-7f54-437c-a5cd-b829b327fcfa,비만 진단,비만 확인,2,0,b0f027d6-2bba-4eb3-a171-420c7e4b7a22,kr-medical-act-20260407,제27조,2026-08-14 04:04:59.997176+00:00
9ef21393-adaa-45f2-913c-da2a6f3076dd,ee8da273-7f54-437c-a5cd-b829b327fcfa,심장질환 완화,심장질환 관리,2,0,99d4a178-e18e-493f-ba7c-d7601e12a5a5,kr-medical-device-act-20260701,제2조,2026-08-14 04:04:59.997176+00:00
ecb0f8c0-e8e6-49c7-af7a-297b14b84f1b,ee8da273-7f54-437c-a5cd-b829b327fcfa,고지혈증 완화,고지혈증 관리,2,0,a3a89385-e419-4bd5-87c2-cb6042306353,kr-medical-device-act-20260701,제2조,2026-08-14 04:04:59.997176+00:00
841128cc-4fb4-4dc7-9cc9-90bec1ca0fa7,ee8da273-7f54-437c-a5cd-b829b327fcfa,당뇨병 처치,당뇨병 정보 제공,2,0,757c8299-03a0-4919-88f4-ac991bbe8735,kr-mfds-wellness-0091-03-20260212,IV.2.가,2026-08-14 04:04:59.997176+00:00
74e666bf-8adc-4d5f-b8f3-12adbe0c8d4e,ee8da273-7f54-437c-a5cd-b829b327fcfa,비만 완화,비만 관리,2,0,6cebd629-f05c-4766-accc-7daf19fb35e6,kr-medical-device-act-20260701,제2조,2026-08-14 04:04:59.997176+00:00
c416c9e0-0827-4beb-8f8b-5fe6f3ba56d2,ee8da273-7f54-437c-a5cd-b829b327fcfa,고혈압 처치,고혈압 정보 제공,2,0,757c8299-03a0-4919-88f4-ac991bbe8735,kr-mfds-wellness-0091-03-20260212,IV.2.가,2026-08-14 04:04:59.997176+00:00
44cba802-e315-432b-b232-c0e0da4fa147,ee8da273-7f54-437c-a5cd-b829b327fcfa,저혈압 완화,저혈압 관리,2,0,0783c179-8043-40ed-a6e1-9d0a71c9687f,kr-medical-device-act-20260701,제2조,2026-08-14 04:04:59.997176+00:00
6921eb8e-31a8-467e-baed-7717b7914f12,ee8da273-7f54-437c-a5cd-b829b327fcfa,당뇨 처치,당뇨 정보 제공,2,0,757c8299-03a0-4919-88f4-ac991bbe8735,kr-mfds-wellness-0091-03-20260212,IV.2.가,2026-08-14 04:04:59.997176+00:00
af91db32-eb8a-4adc-9933-ee4491ff9bf9,ee8da273-7f54-437c-a5cd-b829b327fcfa,당뇨 완화,당뇨 관리,2,0,923d2956-cc31-4d28-921b-d159195ec051,kr-medical-device-act-20260701,제2조,2026-08-14 04:04:59.997176+00:00
4fc2a837-416e-48ef-aa05-56b8e4db8461,ee8da273-7f54-437c-a5cd-b829b327fcfa,당뇨병 완화,당뇨병 관리,2,0,923d2956-cc31-4d28-921b-d159195ec051,kr-medical-device-act-20260701,제2조,2026-08-14 04:04:59.997176+00:00
428e6d8a-d9d5-4a67-9ae4-2f79289fca9c,ee8da273-7f54-437c-a5cd-b829b327fcfa,비만 검사,비만 자가 측정,2,0,6cebd629-f05c-4766-accc-7daf19fb35e6,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
8eee1b5b-5d7b-4ac8-bdc4-498fa373b818,ee8da273-7f54-437c-a5cd-b829b327fcfa,저혈압 검사,저혈압 자가 측정,2,0,0783c179-8043-40ed-a6e1-9d0a71c9687f,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
2719ea7d-46f9-4360-a421-d61c78193ad4,ee8da273-7f54-437c-a5cd-b829b327fcfa,고혈압 판별,고혈압 기록,2,0,9b26d0ba-8588-4bc3-b647-99ee338bfdb3,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
a5975a20-390d-482d-b5f0-34fcc90e222c,ee8da273-7f54-437c-a5cd-b829b327fcfa,저혈압 판별,저혈압 기록,2,0,0783c179-8043-40ed-a6e1-9d0a71c9687f,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
b13f3bde-8a95-484b-bc61-877174267115,ee8da273-7f54-437c-a5cd-b829b327fcfa,당뇨 판별,당뇨 기록,2,0,923d2956-cc31-4d28-921b-d159195ec051,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
6863d0d6-a3fe-4450-b9d0-48e040688efb,ee8da273-7f54-437c-a5cd-b829b327fcfa,당뇨병 판별,당뇨병 기록,2,0,923d2956-cc31-4d28-921b-d159195ec051,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
305f5d18-7ed8-4d66-a8c8-1832ccbbcdf2,ee8da273-7f54-437c-a5cd-b829b327fcfa,심장질환 판별,심장질환 기록,2,0,99d4a178-e18e-493f-ba7c-d7601e12a5a5,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
6a23a483-f2c5-4bb4-88df-dabdcb7834c8,ee8da273-7f54-437c-a5cd-b829b327fcfa,고지혈증 판별,고지혈증 기록,2,0,a3a89385-e419-4bd5-87c2-cb6042306353,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
21d58db6-9fbd-4d9b-a5a4-c25e0cbb201e,ee8da273-7f54-437c-a5cd-b829b327fcfa,비만 판별,비만 기록,2,0,6cebd629-f05c-4766-accc-7daf19fb35e6,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
250f25d8-0ccf-45ed-8584-85138b0edf58,ee8da273-7f54-437c-a5cd-b829b327fcfa,심박수 측정,심박수 변화 추이 확인 (수치·알람 기능 없이),0,0,,kr-mfds-wellness-0091-03-20260212,IV.3,2026-08-14 04:04:59.997176+00:00
46022da4-120c-4851-a1ef-7e5e3efc2535,ee8da273-7f54-437c-a5cd-b829b327fcfa,질환 보유 여부 확인,질환 관련 정보 확인,1,0,aa6ca3f2-d353-4d2f-bb3c-362a36331872,kr-mohw-nonmedical-health-guide-202209,III.1,2026-08-14 04:04:59.997176+00:00
4343e21b-69a1-450d-a361-7b054a1bfebb,ee8da273-7f54-437c-a5cd-b829b327fcfa,혈당 검사,혈당 변화 확인,2,0,ee36846a-9969-4589-881f-a089e2797df4,kr-mohw-nonmedical-health-guide-202209,III.2,2026-08-14 04:04:59.997176+00:00
f6e576e2-6c95-48ac-a208-38560c425c33,ee8da273-7f54-437c-a5cd-b829b327fcfa,고혈압 진단,고혈압 확인,2,0,b0f027d6-2bba-4eb3-a171-420c7e4b7a22,kr-medical-act-20260407,제27조,2026-08-14 04:04:59.997176+00:00
23f1ec1a-e79a-48e5-b5cb-26a76c641577,ee8da273-7f54-437c-a5cd-b829b327fcfa,당뇨 진단,당뇨 확인,2,0,b0f027d6-2bba-4eb3-a171-420c7e4b7a22,kr-medical-act-20260407,제27조,2026-08-14 04:04:59.997176+00:00
dc8fd3c7-d7cc-401c-a9db-caacc8722de5,ee8da273-7f54-437c-a5cd-b829b327fcfa,당뇨병 진단,당뇨병 확인,2,0,b0f027d6-2bba-4eb3-a171-420c7e4b7a22,kr-medical-act-20260407,제27조,2026-08-14 04:04:59.997176+00:00
c4d0502c-1ad4-43ce-8dd2-d4b0e0bf548c,ee8da273-7f54-437c-a5cd-b829b327fcfa,혈당 측정,혈당 변화 추이 확인 (수치·알람 기능 없이),1,0,75c1e149-ac42-4f29-96b0-0901ad13d728,kr-mfds-wellness-0091-03-20260212,IV.3,2026-08-14 04:04:59.997176+00:00
21d8c946-6b3c-4413-9538-55097b24b035,ee8da273-7f54-437c-a5cd-b829b327fcfa,혈압 측정,혈압 변화 추이 확인 (수치·알람 기능 없이),1,0,0ddef715-ce99-4777-8703-f69c7e247018,kr-mfds-wellness-0091-03-20260212,IV.3,2026-08-14 04:04:59.997176+00:00
bc01074d-d322-4fe4-b68f-eaac04dfa7c5,ee8da273-7f54-437c-a5cd-b829b327fcfa,수면 측정,수면 변화 추이 확인 (수치·알람 기능 없이),1,0,6850e4ac-0c98-4fcb-b85e-85de94ab94b8,kr-mfds-wellness-0091-03-20260212,IV.3,2026-08-14 04:04:59.997176+00:00
dffc1bf0-dae6-42f9-920d-88a3d303650b,ee8da273-7f54-437c-a5cd-b829b327fcfa,저혈압 진단,저혈압 확인,2,0,b0f027d6-2bba-4eb3-a171-420c7e4b7a22,kr-medical-act-20260407,제27조,2026-08-14 04:04:59.997176+00:00
9a4ad2b8-4246-4f6b-b8c7-c59a1696d3aa,ee8da273-7f54-437c-a5cd-b829b327fcfa,체중 측정,체중 변화 추이 확인 (수치·알람 기능 없이),0,0,,kr-mfds-wellness-0091-03-20260212,IV.3,2026-08-14 04:04:59.997176+00:00
9a91b5df-756f-4b72-8c42-884aadc55b2c,ee8da273-7f54-437c-a5cd-b829b327fcfa,체성분 측정,체성분 변화 추이 확인 (수치·알람 기능 없이),0,0,,kr-mfds-wellness-0091-03-20260212,IV.3,2026-08-14 04:04:59.997176+00:00
293d3a33-c5b1-4bc8-b65a-6b5a7721c40d,ee8da273-7f54-437c-a5cd-b829b327fcfa,심전도 측정,심전도 변화 추이 확인 (수치·알람 기능 없이),0,0,,kr-mfds-wellness-0091-03-20260212,IV.3,2026-08-14 04:04:59.997176+00:00
b43272ae-a274-4771-8c46-2fa743f21d22,ee8da273-7f54-437c-a5cd-b829b327fcfa,산소포화도 측정,산소포화도 변화 추이 확인 (수치·알람 기능 없이),0,0,,kr-mfds-wellness-0091-03-20260212,IV.3,2026-08-14 04:04:59.997176+00:00
36e4f4a4-8af3-4dca-856e-d1221c72cc00,ee8da273-7f54-437c-a5cd-b829b327fcfa,위험한 혈당 수치별 당질 섭취기준,혈당 관리 기준 안내,1,0,75c1e149-ac42-4f29-96b0-0901ad13d728,kr-mohw-nonmedical-health-guide-202209,III.3,2026-08-14 04:04:59.997176+00:00
f8d8a962-9db6-4ed1-80f3-27cf0affa527,ee8da273-7f54-437c-a5cd-b829b327fcfa,고혈압 검사,고혈압 자가 측정,2,0,9b26d0ba-8588-4bc3-b647-99ee338bfdb3,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
